deal_id;deal_name;company;owner;hubspot_owner_id;stage;amount_usd;close_date;days_in_stage;last_activity_date;last_activity_days_ago;Risk_>45_days;Risk_>60_days;Risk_>90_days;last_activity_type;region;product_line;industry;forecast_category;probability;contact_count;email_log_count;task_count;meeting_count;engagement_score;source;google_deal_type;deal_created_date;last_modified_date;invoice_date;invoice_amount_usd; invoice_amount_local ;currency;payment_status;payment_date;payment_method;days_overdue;invoice_type;tax_id;margin_percent
D-2592;Deal 192 - Opportunity;Client_192;Diego Morales;HO-6846;Negotiation;90749;8/07/26;114;21/03/26;60;si;no;si;Demo;Bolivia;Services;Manufacturing;Best Case;75;7;21;18;2;48;Sales Development;Google Marketing;19/03/26;9/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2593;Deal 193 - Opportunity;Client_193;Diego Morales;HO-2705;Qualification;136556;18/07/26;29;9/04/26;41;no;no;si;Demo;Colombia;Hardware;Legal;Pipeline;50;15;4;10;1;30;Sales Development;Google Marketing;9/03/26;10/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2594;Deal 194 - Opportunity;Client_194;Maria Lopez;HO-2770;Qualification;137627;23/07/26;9;27/04/26;23;no;no;si;Task;Ecuador;Consulting;Financial;Pipeline;32;0;1;12;7;93;Event;Google Workspace;5/01/26;19/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2595;Deal 195 - Opportunity;Client_195;Ana Silva;HO-5831;Negotiation;87635;4/06/26;58;15/05/26;5;no;no;si;Email;Paraguay;Consulting;Retail;Best Case;54;0;10;8;1;9;Sales Development;Google Workspace;14/01/26;10/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2596;Deal 196 - Opportunity;Client_196;Roberto Sanchez;HO-3703;Negotiation;41429;9/07/26;4;22/04/26;28;no;no;si;Proposal Sent;Peru;Services;Legal;Best Case;70;13;5;1;1;42;Partner;Google Workspace;6/01/26;6/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2597;Deal 197 - Opportunity;Client_197;Roberto Sanchez;HO-3516;Discovery;75336;14/07/26;74;14/04/26;36;no;no;si;Meeting;Argentina;Services;Technology;Pipeline;11;1;11;0;6;11;Sales Development;N/A;19/12/25;8/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2598;Deal 198 - Opportunity;Client_198;Unassigned;;Qualification;136110;9/07/26;109;7/03/26;74;si;si;si;Task;Chile;Hardware;Insurance;Pipeline;27;12;15;15;10;33;Inbound;N/A;11/01/26;9/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2599;Deal 199 - Opportunity;Client_199;Diego Morales;HO-4706;Closed Lost;134757;21/04/26;0;20/04/26;30;no;no;si;Task;Ecuador;Hardware;Energy;Closed Lost;0;8;18;1;2;96;Existing Client;Google Cloud;30/03/26;8/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2600;Deal 200 - Opportunity;Client_200;Roberto Sanchez;HO-8779;Proposal;80189;2/07/26;54;15/04/26;35;no;no;si;Proposal Sent;Venezuela;Support;Healthcare;Best Case;72;7;15;9;1;50;Existing Client;Google Cloud;13/12/25;14/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2601;Deal 201 - Opportunity;Client_201;Sofia Martinez;HO-1699;Negotiation;139145;7/06/26;104;7/05/26;13;no;no;si;Call;Peru;Consulting;Manufacturing;Best Case;50;13;2;13;3;80;Partner;N/A;13/02/26;30/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2602;Deal 202 - Opportunity;Client_202;Maria Lopez;HO-1202;Qualification;44304;2/08/26;36;16/04/26;34;no;no;si;Meeting;Peru;Consulting;Education;Pipeline;35;13;3;13;2;18;Referral;N/A;22/11/25;2/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2603;Deal 203 - Opportunity;Client_203;Maria Lopez;HO-7275;Negotiation;24547;16/06/26;113;23/04/26;27;no;no;si;Task;Peru;Support;Retail;Best Case;74;15;18;19;7;4;Partner;Google Marketing;7/01/26;11/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2604;Deal 204 - Opportunity;Client_204;Diego Morales;HO-7102;Proposal;182754;16/07/26;61;22/03/26;59;si;no;si;Task;Colombia;Consulting;Logistics;Best Case;61;0;10;9;4;35;Event;Google Cloud;21/02/26;12/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2605;Deal 205 - Opportunity;Client_205;Catalina Reyes;HO-7671;Qualification;64579;14/06/26;25;21/04/26;29;no;no;si;Call;Ecuador;Services;Government;Pipeline;45;15;24;16;5;7;Referral;Google Workspace;4/04/26;1/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2606;Deal 206 - Opportunity;Client_206;Diego Morales;HO-1944;Closed Lost;10828;7/05/26;0;24/03/26;57;si;no;si;Call;Mexico;Support;Legal;Closed Lost;0;7;1;14;0;46;Existing Client;Google Workspace;9/02/26;27/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2607;Deal 207 - Opportunity;Client_207;Roberto Sanchez;HO-8308;Closed Lost;57978;26/04/26;0;18/04/26;32;no;no;si;Demo;Venezuela;Cloud Solutions;Insurance;Closed Lost;0;5;30;15;9;70;Sales Development;Google Marketing;10/03/26;28/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2608;Deal 208 - Opportunity;Client_208;Maria Lopez;HO-4626;Closed Lost;240638;13/04/26;0;31/03/26;50;si;no;si;Call;Argentina;Cloud Solutions;Telecom;Closed Lost;0;7;21;6;4;83;Event;N/A;15/04/26;26/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2609;Deal 209 - Opportunity;Client_209;Carlos Ruiz;HO-5511;Discovery;15683;3/07/26;33;11/04/26;39;no;no;si;Task;Bolivia;Hardware;Insurance;Pipeline;10;13;28;12;5;58;Sales Development;Google Workspace;22/12/25;1/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2610;Deal 210 - Opportunity;Client_210;Diego Morales;HO-5631;Negotiation;77263;29/06/26;83;11/04/26;39;no;no;si;Demo;Peru;Cloud Solutions;Education;Best Case;63;9;21;3;7;8;Sales Development;Google Marketing;27/01/26;26/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2611;Deal 211 - Opportunity;Client_211;Luis Vargas;HO-3292;Negotiation;89079;2/07/26;52;7/04/26;43;no;no;si;Task;Chile;Hardware;Education;Best Case;43;0;20;15;4;33;Event;Partner Opportunity;11/01/26;3/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2612;Deal 212 - Opportunity;Client_212;Unassigned;;Negotiation;72271;4/07/26;101;5/12/25;166;si;si;si;Proposal Sent;Chile;Services;Government;Best Case;74;11;16;9;2;84;Referral;Google Workspace;4/02/26;14/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2613;Deal 213 - Opportunity;Client_213;Luis Vargas;HO-6031;Negotiation;103015;8/06/26;46;5/05/26;15;no;no;si;Proposal Sent;Paraguay;Hardware;Insurance;Best Case;45;13;25;10;5;33;Referral;Google Marketing;23/12/25;27/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2614;Deal 214 - Opportunity;Client_214;Inactive User;HO-2963;Negotiation;30184;24/06/26;114;31/01/26;109;si;si;si;Demo;Colombia;Support;Legal;Best Case;44;12;16;9;6;6;Partner;Google Workspace;28/02/26;29/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2615;Deal 215 - Opportunity;Client_215;Catalina Reyes;HO-6134;Discovery;74096;20/07/26;43;9/04/26;41;no;no;si;Call;Mexico;Services;Government;Pipeline;12;1;0;14;4;26;Partner;N/A;11/03/26;19/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2616;Deal 216 - Opportunity;Client_216;Maria Lopez;HO-1618;Proposal;31352;26/06/26;62;25/04/26;25;no;no;si;Email;Mexico;Support;Telecom;Best Case;72;6;23;11;0;41;Referral;Google Workspace;16/04/26;7/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2617;Deal 217 - Opportunity;Client_217;Unassigned;;Negotiation;58929;2/06/26;14;28/12/25;143;si;si;si;Demo;Chile;Hardware;Government;Best Case;59;9;5;2;0;38;Sales Development;Partner Opportunity;8/12/25;12/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2618;Deal 218 - Opportunity;Client_218;Diego Morales;HO-1313;Qualification;77184;19/06/26;117;22/03/26;59;si;no;si;Meeting;Mexico;Services;Energy;Pipeline;31;7;7;4;3;93;Inbound;N/A;12/12/25;10/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2619;Deal 219 - Opportunity;Client_219;Inactive User;HO-2771;Qualification;140438;18/07/26;7;9/03/26;72;si;si;si;Proposal Sent;Colombia;Consulting;Insurance;Pipeline;42;0;1;3;6;56;Event;Google Cloud;1/12/25;4/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2620;Deal 220 - Opportunity;Client_220;Sofia Martinez;HO-3247;Qualification;300998;21/07/26;67;2/05/26;18;no;no;si;Demo;Chile;Cloud Solutions;Technology;Pipeline;28;13;26;3;8;92;Referral;Google Cloud;7/02/26;13/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2621;Deal 221 - Opportunity;Client_221;Catalina Reyes;HO-5839;Negotiation;69185;6/06/26;46;4/04/26;46;si;no;si;Meeting;Chile;Support;Healthcare;Best Case;73;5;1;17;7;26;Existing Client;Partner Opportunity;26/01/26;5/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2622;Deal 222 - Opportunity;Client_222;Unassigned;;Proposal;209700;4/06/26;100;26/11/25;175;si;si;si;Email;Peru;Cloud Solutions;Legal;Best Case;64;3;28;8;10;29;Event;Google Marketing;12/02/26;21/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2623;Deal 223 - Opportunity;Client_223;Unassigned;;Qualification;55444;29/06/26;55;7/03/26;74;si;si;si;Email;Mexico;Cloud Solutions;Technology;Pipeline;46;1;0;4;10;82;Partner;Google Marketing;19/01/26;24/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2624;Deal 224 - Opportunity;Client_224;Luis Vargas;HO-8835;Discovery;43094;14/07/26;59;2/05/26;18;no;no;si;Meeting;Peru;Services;Logistics;Pipeline;22;13;20;5;1;16;Existing Client;Google Cloud;11/03/26;14/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2625;Deal 225 - Opportunity;Client_225;Catalina Reyes;HO-3140;Qualification;50802;18/07/26;4;25/03/26;56;si;no;si;Proposal Sent;Bolivia;Hardware;Legal;Pipeline;36;15;29;15;1;52;Event;Google Cloud;4/04/26;4/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2626;Deal 226 - Opportunity;Client_226;Carlos Ruiz;HO-2560;Proposal;31959;20/06/26;67;16/04/26;34;no;no;si;Proposal Sent;Paraguay;Support;Government;Best Case;81;13;21;7;7;44;Existing Client;Partner Opportunity;13/03/26;28/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2627;Deal 227 - Opportunity;Client_227;Carlos Ruiz;HO-6253;Negotiation;146356;4/06/26;10;1/04/26;49;si;no;si;Meeting;Colombia;Hardware;Education;Best Case;71;7;10;8;0;64;Partner;N/A;14/01/26;25/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2628;Deal 228 - Opportunity;Client_228;Maria Lopez;HO-1291;Qualification;96827;7/07/26;41;12/05/26;8;no;no;si;Meeting;Bolivia;Consulting;Legal;Pipeline;40;3;12;13;0;71;Referral;Google Cloud;28/03/26;31/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2629;Deal 229 - Opportunity;Client_229;Luis Vargas;HO-4652;Proposal;90284;20/06/26;47;28/03/26;53;si;no;si;Email;Paraguay;Support;Healthcare;Best Case;74;14;10;17;9;76;Event;Google Marketing;26/12/25;13/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2630;Deal 230 - Opportunity;Client_230;Unassigned;;Qualification;230120;30/07/26;38;23/11/25;178;si;si;si;Task;Chile;Cloud Solutions;Logistics;Pipeline;45;3;1;5;7;17;Existing Client;Partner Opportunity;24/03/26;4/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2631;Deal 231 - Opportunity;Client_231;Pedro Gonzalez;HO-7790;Proposal;165118;11/06/26;92;28/04/26;22;no;no;si;Email;Peru;Consulting;Healthcare;Best Case;85;1;29;20;10;75;Inbound;Partner Opportunity;24/12/25;8/04/26;18/06/26;62895,24;62097,38;USD;Paid;9/08/26;Bank Transfer;0;Product;TAX-528644;46
D-2632;Deal 232 - Opportunity;Client_232;Roberto Sanchez;HO-8912;Proposal;115448;4/07/26;120;22/04/26;28;no;no;si;Demo;Mexico;Consulting;Financial;Best Case;61;5;22;18;2;93;Partner;Google Cloud;11/01/26;8/04/26;14/07/26;43520;42189,28;USD;Pending;0;Check;0;Product;TAX-908735;47
D-2633;Deal 233 - Opportunity;Client_233;Ana Silva;HO-8419;Negotiation;128074;11/06/26;51;28/04/26;22;no;no;si;Task;Paraguay;Consulting;Telecom;Best Case;55;4;4;13;9;89;Existing Client;N/A;3/02/26;28/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2634;Deal 234 - Opportunity;Client_234;Ana Silva;HO-3173;Discovery;81490;1/08/26;45;22/03/26;59;si;no;si;Proposal Sent;Paraguay;Hardware;Healthcare;Pipeline;19;5;16;17;10;41;Existing Client;Google Cloud;20/01/26;15/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2635;Deal 235 - Opportunity;Client_235;Diego Morales;HO-1869;Negotiation;27572;31/05/26;4;25/04/26;25;no;no;si;Call;Paraguay;Services;Telecom;Best Case;73;1;6;8;2;36;Existing Client;Google Marketing;14/03/26;28/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2636;Deal 236 - Opportunity;Client_236;Unassigned;;Closed Lost;112531;21/04/26;0;10/03/26;71;si;si;si;Demo;Argentina;Hardware;Education;Closed Lost;0;7;23;20;8;49;Partner;N/A;6/02/26;6/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2637;Deal 237 - Opportunity;Client_237;Diego Morales;HO-4327;Qualification;77731;12/06/26;2;2/04/26;48;si;no;si;Task;Venezuela;Consulting;Insurance;Pipeline;42;14;26;7;10;90;Existing Client;Google Marketing;21/11/25;16/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2638;Deal 238 - Opportunity;Client_238;Pedro Gonzalez;HO-2955;Discovery;12188;30/06/26;23;2/04/26;48;si;no;si;Demo;Chile;Services;Energy;Pipeline;12;12;1;13;4;71;Sales Development;Google Workspace;10/03/26;13/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2639;Deal 239 - Opportunity;Client_239;Carlos Ruiz;HO-1833;Negotiation;139730;3/06/26;119;29/04/26;21;no;no;si;Demo;Ecuador;Consulting;Government;Best Case;42;9;15;18;8;45;Inbound;Google Marketing;7/12/25;6/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2640;Deal 240 - Opportunity;Client_240;Roberto Sanchez;HO-4495;Qualification;25940;4/07/26;12;27/04/26;23;no;no;si;Call;Peru;Support;Manufacturing;Pipeline;42;10;10;11;4;27;Referral;N/A;20/12/25;15/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2641;Deal 241 - Opportunity;Client_241;Carlos Ruiz;HO-1653;Discovery;94641;28/07/26;118;10/04/26;40;no;no;si;Call;Peru;Services;Energy;Pipeline;30;10;12;3;6;32;Referral;Google Marketing;14/04/26;23/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2642;Deal 242 - Opportunity;Client_242;Ana Silva;HO-2349;Proposal;95854;10/07/26;25;29/04/26;21;no;no;si;Demo;Paraguay;Support;Energy;Best Case;69;3;5;17;8;0;Existing Client;Google Cloud;26/02/26;8/04/26;16/07/26;42350,57;42989,67;USD;Pending;0;Credit Card;0;Product;TAX-354125;31,7
D-2643;Deal 243 - Opportunity;Client_243;Pedro Gonzalez;HO-2181;Proposal;322331;16/07/26;100;22/04/26;28;no;no;si;Proposal Sent;Venezuela;Cloud Solutions;Healthcare;Best Case;82;4;0;14;5;4;Inbound;Google Cloud;7/04/26;9/05/26;17/07/26;137374,39;134095,69;USD;Pending;0;Credit Card;0;Product;TAX-366640;23,7
D-2644;Deal 244 - Opportunity;Client_244;Roberto Sanchez;HO-8094;Negotiation;43314;18/06/26;58;9/04/26;41;no;no;si;Meeting;Peru;Support;Healthcare;Best Case;66;10;0;12;10;15;Referral;Google Cloud;4/04/26;2/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2645;Deal 245 - Opportunity;Client_245;Carlos Ruiz;HO-7249;Discovery;11391;27/07/26;12;1/05/26;19;no;no;si;Meeting;Peru;Services;Education;Pipeline;19;12;26;0;7;20;Referral;Google Workspace;17/03/26;3/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2646;Deal 246 - Opportunity;Client_246;Roberto Sanchez;HO-3316;Proposal;140323;15/07/26;83;26/04/26;24;no;no;si;Email;Argentina;Hardware;Technology;Best Case;85;3;1;0;9;76;Event;N/A;1/12/25;21/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2647;Deal 247 - Opportunity;Client_247;Unassigned;;Qualification;48537;2/08/26;66;28/02/26;81;si;si;si;Call;Chile;Services;Healthcare;Pipeline;45;5;7;19;4;24;Inbound;Google Workspace;26/11/25;27/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2648;Deal 248 - Opportunity;Client_248;Unassigned;;Proposal;194331;11/07/26;9;31/01/26;109;si;si;si;Email;Paraguay;Consulting;Insurance;Best Case;69;6;23;18;7;42;Sales Development;Google Workspace;19/02/26;14/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2649;Deal 249 - Opportunity;Client_249;Maria Lopez;HO-3496;Proposal;96726;11/07/26;40;5/04/26;45;no;no;si;Demo;Chile;Services;Energy;Best Case;79;11;25;10;6;21;Inbound;Google Marketing;16/02/26;31/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2650;Deal 250 - Opportunity;Client_250;Diego Morales;HO-6004;Proposal;86771;29/06/26;60;21/04/26;29;no;no;si;Task;Argentina;Services;Manufacturing;Best Case;70;15;17;3;2;82;Referral;Google Cloud;8/02/26;27/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2651;Deal 251 - Opportunity;Client_251;Roberto Sanchez;HO-1511;Negotiation;36500;29/05/26;115;18/05/26;2;no;no;si;Demo;Chile;Services;Government;Best Case;44;12;24;18;3;4;Referral;Google Marketing;2/12/25;24/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2652;Deal 252 - Opportunity;Client_252;Catalina Reyes;HO-8613;Discovery;44659;4/08/26;110;1/05/26;19;no;no;si;Call;Mexico;Services;Telecom;Pipeline;28;2;12;11;8;1;Existing Client;Google Workspace;9/03/26;2/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2653;Deal 253 - Opportunity;Client_253;Catalina Reyes;HO-8989;Negotiation;129903;24/06/26;46;17/05/26;3;no;no;si;Call;Mexico;Hardware;Legal;Best Case;49;7;2;8;5;29;Inbound;Google Workspace;9/12/25;23/03/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2654;Deal 254 - Opportunity;Client_254;Diego Morales;HO-9542;Closed Lost;83877;8/04/26;0;29/04/26;21;no;no;si;Email;Bolivia;Consulting;Financial;Closed Lost;0;8;26;8;9;69;Referral;Google Workspace;14/01/26;9/04/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2655;Deal 255 - Opportunity;Client_255;Maria Lopez;HO-8976;Negotiation;25254;27/06/26;52;27/04/26;23;no;no;si;Task;Paraguay;Services;Telecom;Best Case;54;15;28;19;0;64;Partner;Partner Opportunity;9/03/26;6/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
D-2656;Deal 256 - Opportunity;Client_256;Unassigned;;Discovery;90168;27/07/26;92;6/03/26;75;si;si;si;Proposal Sent;Argentina;Hardware;Manufacturing;Pipeline;21;7;13;10;1;61;Existing Client;Partner Opportunity;19/12/25;7/05/26;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura;Sin_Factura
